Tag,Policy.Number,Age,Years.of.Driving.Experience,Number.of.Vehicles,Gender,Married,Vehicle.Age,Fuel.Type,Losses
11004,181713,49,31,3,F,Married,6,P,335.1623482
11005,110074,38,17,3,F,Single,5,D,788.7316684
11006,164238,35,16,3,M,Married,12,P,139.4895176
11007,184866,69,52,3,F,Married,13,P,28.03244612
11008,158110,30,12,3,M,Single,3,D,555.0565883
11009,158928,41,23,3,F,Single,1,D,682.37381
11010,179435,17,0,3,M,Married,6,D,724.3219304
11011,150562,17,0,3,F,Single,12,P,286.6977228
11012,172082,62,44,3,F,Single,6,P,103.9977882
11013,125795,24,5,3,M,Single,12,D,798.1434548
11014,195536,18,1,3,M,Married,15,P,329.2631006
11015,144259,27,10,3,F,Married,0,P,368.2570687
11016,116991,49,28,3,M,Married,9,P,424.2184833
11017,151890,20,3,3,F,Married,14,P,333.5899085
11018,174779,53,35,3,M,Married,6,P,374.9234889
11019,189302,58,41,3,F,Single,10,P,384.1628919
11020,150236,23,5,3,M,Married,15,P,251.0801107
11021,169323,17,0,3,F,Single,12,P,321.7816892
11022,126478,34,14,3,F,Single,9,P,448.2246201
11023,109562,54,37,3,M,Married,11,P,301.9860187
11024,120613,41,20,3,F,Single,6,P,392.482767
11025,102156,32,11,3,F,Single,6,P,471.6810004
11026,195252,24,5,3,M,Married,12,P,265.1746075
11027,191667,65,45,3,F,Married,8,P,35.65714861
11028,128839,56,39,3,M,Single,1,D,742.4066248
11029,177592,60,41,3,F,Married,14,P,121.0487195
11030,144857,61,44,3,M,Married,7,P,175.2508525
11031,100484,57,38,3,M,Married,2,D,657.0095861
11032,103676,49,30,3,F,Married,14,P,308.0832138
11033,165359,18,0,3,M,Married,8,D,634.1466141
11034,170515,22,4,3,F,Single,15,P,342.8773162
11035,112136,17,0,3,M,Married,9,D,717.6696252
11036,172733,63,45,3,M,Married,2,P,452.2534672
11037,140698,53,35,3,F,Single,6,P,378.397866
11038,146149,27,8,3,F,Single,10,P,383.9293078
11039,102783,19,1,3,F,Married,14,P,284.0776759
11040,100798,30,13,3,M,Married,7,P,339.1913977
11041,124463,63,46,3,M,Married,6,P,278.6703519
11042,106324,69,52,3,M,Married,5,P,71.75612159
11043,121205,25,8,3,M,Single,11,D,750.7100354
11044,153715,70,51,3,M,Married,4,P,109.1431196
11045,176278,34,16,3,F,Married,13,P,185.3279228
11046,178330,66,46,3,M,Single,1,P,355.4420655
11047,194840,64,47,3,F,Single,8,P,45.15699617
11048,188018,36,17,3,M,Single,9,P,466.4344497
11049,108912,18,1,3,M,Single,1,D,1200
11050,170289,32,12,3,F,Single,12,P,219.2675302
11051,109415,28,9,3,M,Married,4,D,664.2565449
11052,186942,19,2,3,M,Single,12,D,686.5275682
11053,173111,17,0,3,M,Single,12,D,821.9540619
11054,131762,29,11,3,F,Single,10,P,426.3416661
11055,139980,40,21,3,M,Married,13,P,217.088508
11056,165569,18,1,3,M,Married,11,D,681.9643691
11057,104918,68,49,3,F,Single,11,P,142.4226098
11058,169722,45,24,3,M,Married,13,P,203.321005
11059,137232,27,9,3,M,Single,8,P,427.3192717
11060,153530,39,22,3,M,Married,4,D,710.8187758
11061,110376,62,44,3,F,Single,12,P,367.119913
11062,168702,19,2,3,M,Married,14,P,336.5321866
11063,179239,48,31,3,M,Married,7,P,343.7715996
11064,180875,18,0,3,M,Single,13,D,958.4658194
11065,155517,61,44,3,M,Married,9,P,331.0056722
11066,104022,27,8,3,M,Single,15,P,281.3557517
11067,196228,68,51,3,M,Single,1,P,387.7001867
11068,179702,16,0,3,F,Single,15,P,405.773486
11069,134273,67,48,3,M,Single,10,P,76.52820295
11070,190100,16,0,3,M,Single,12,D,514.2703663
11071,141276,25,8,3,M,Married,6,D,660.7046752
11072,190425,67,49,3,F,Married,0,P,495.6786828
11073,138193,70,53,3,M,Single,10,P,291.3569076
11074,139778,62,43,3,F,Married,12,P,108.1910087
11075,198115,57,40,3,M,Single,15,P,216.5253736
11076,159229,25,6,3,M,Single,9,D,1065.366034
11077,187863,47,29,3,F,Married,8,P,303.4466458
11078,117004,55,38,3,M,Married,7,P,357.8847715
11079,123043,35,18,3,F,Married,1,P,383.3741104
11080,147949,70,50,3,F,Married,6,P,217.63747
11081,105393,17,0,3,F,Single,15,P,363.822959
11082,175026,61,44,3,F,Single,13,P,247.6704538
11083,157511,21,3,3,F,Married,15,P,213.634549
11084,152728,21,4,3,M,Married,9,D,672.4982295
11085,108463,48,28,3,M,Married,4,D,607.5414533
11086,183961,47,26,3,F,Single,0,D,690.0031162
11087,101576,25,6,3,M,Single,14,P,269.4409717
11088,111512,66,46,3,F,Single,6,P,402.7977956
11089,127905,23,4,3,F,Married,1,D,512.2381967
11090,139116,55,34,3,M,Single,15,P,222.8133474
11091,176059,42,25,3,F,Single,7,P,392.6355064
11092,168794,19,2,3,M,Single,9,D,868.3792568
11093,156477,24,5,3,M,Married,8,D,517.7877526
11094,180572,18,1,3,M,Single,8,D,1073.046511
11095,158126,37,18,3,F,Single,14,P,165.7243499
11096,150485,34,13,3,F,Married,8,P,369.048159
11097,142617,66,45,3,F,Married,8,P,185.723881
11098,165319,32,15,3,M,Married,11,P,278.7566055
11099,142200,67,47,3,M,Married,2,P,169.6031021
11100,147345,46,26,3,F,Single,6,P,401.3908712
11101,104826,44,27,3,F,Single,3,D,641.0551113
11102,151238,39,19,3,M,Married,5,D,699.051582
11103,195792,20,2,3,F,Single,11,D,609.7680208
11104,197528,29,10,3,M,Single,10,P,412.6409725
11105,187258,51,32,3,M,Married,4,P,494.7170351
11106,113910,21,4,3,M,Married,10,D,801.4144112
11107,166897,25,6,3,M,Married,2,D,906.2718078
11108,182711,68,48,3,F,Married,2,P,133.5505717
11109,118078,34,15,3,M,Single,7,D,503.4558814
11110,166099,57,36,3,M,Single,11,P,334.0226029
11111,111260,35,18,3,F,Married,0,P,435.6444132
11112,114920,62,42,3,F,Married,13,P,89.30299607
11113,144244,27,7,3,F,Married,8,P,367.6105839
11114,178226,70,52,3,M,Married,0,P,261.933688
11115,178997,68,50,3,M,Single,1,P,93.56574673
11116,170210,60,41,3,M,Single,11,P,51.29370383
11117,120528,44,27,3,M,Married,7,P,350.1702777
11118,155167,24,6,3,F,Single,12,P,407.353849
11119,153203,56,35,3,F,Married,12,P,296.3172017
11120,173542,20,3,3,M,Married,11,P,266.856939
11121,190735,32,13,3,F,Married,4,D,541.5014923
11122,108843,61,40,3,F,Single,4,P,371.1505459
11123,109581,28,8,3,F,Single,13,P,190.2790812
11124,176414,56,38,3,F,Single,2,D,553.2323994
11125,144572,48,30,3,M,Single,13,P,455.7566006
11126,148403,70,49,3,F,Married,11,P,159.7829766
11127,184612,70,52,3,F,Single,4,P,205.8680136
11128,129110,62,43,3,M,Single,8,P,184.9488906
11129,131060,23,5,3,M,Single,12,D,831.7622185
11130,112032,55,36,3,M,Single,1,D,813.5079191
11131,124052,69,50,3,F,Married,13,P,74.67838008
11132,124612,36,19,3,F,Single,0,D,558.9101034
11133,114342,19,1,3,M,Married,11,P,444.3421521
11134,100151,23,5,3,F,Married,13,P,288.6727542
11135,155079,69,50,3,M,Married,12,P,34.78307855
11136,169280,58,37,3,M,Single,10,P,464.475188
11137,178103,28,7,3,M,Single,1,D,594.2272725
11138,196188,47,30,3,M,Single,15,P,289.8098663
11139,157560,45,26,3,F,Single,11,P,353.4119788
11140,193822,53,33,3,F,Married,14,P,166.1118462
11141,108410,66,46,3,M,Single,1,P,338.4848283
11142,197124,19,1,3,F,Married,14,P,354.4080467
11143,166046,55,36,3,F,Single,8,D,513.3494544
11144,119670,60,39,3,M,Married,1,P,56.94671486
11145,199869,68,47,3,M,Single,6,P,40.80796448
11146,171900,52,32,3,M,Single,1,D,562.8152316
11147,192229,29,12,3,M,Single,8,P,448.2765204
11148,198926,20,1,3,F,Married,14,P,156.6293566
11149,161587,62,43,3,M,Married,2,P,149.4906992
11150,186860,67,46,3,F,Married,14,P,17.41813348
11151,116241,70,52,3,F,Married,10,P,184.5360255
11152,192894,36,16,3,F,Married,10,P,330.4307178
11153,100360,24,7,3,F,Single,13,P,327.3226285
11154,150305,30,12,3,M,Married,6,P,362.174745
11155,179886,64,45,3,M,Married,8,P,238.9792737
11156,182863,69,51,3,M,Single,6,P,451.8541201
11157,159645,31,11,3,F,Married,9,P,297.6731318
11158,118484,69,52,3,M,Single,15,P,131.122573
11159,157069,61,40,3,M,Single,8,P,385.7580268
11160,169966,58,41,3,F,Married,4,P,451.8802037
11161,136625,65,46,3,F,Single,15,P,137.9224414
11162,156680,16,0,3,F,Single,14,D,665.824362
11163,161490,54,35,3,F,Single,10,P,394.5028092
11164,134141,37,18,3,M,Single,12,P,212.0380752
11165,176037,16,0,3,M,Single,13,P,329.155451
11166,170282,68,51,3,M,Single,8,P,84.41738979
11167,173245,38,20,3,F,Married,3,D,617.1545058
11168,185091,19,0,3,M,Married,11,P,420.1144297
11169,103406,24,7,3,F,Married,15,P,330.1407156
11170,111554,45,25,3,F,Married,12,P,140.1734136
11171,116657,16,0,3,F,Single,11,P,294.6289145
11172,193311,31,14,3,F,Married,10,P,335.9916574
11173,165328,25,7,3,F,Married,8,P,467.1826494
11174,154387,20,1,3,F,Married,12,P,381.3569653
11175,192355,16,0,3,F,Married,11,P,442.763682
11176,195137,17,0,3,M,Married,14,D,558.1666236
11177,166553,54,37,3,M,Single,12,P,463.8873235
11178,186081,67,50,3,F,Married,3,P,462.6231671
11179,135723,68,49,3,F,Single,8,P,292.7373979
11180,134101,25,8,3,F,Married,12,P,168.8458668
11181,144717,64,46,3,F,Married,11,P,12.53452056
11182,134962,61,42,3,M,Married,10,P,317.1926179
11183,199655,19,0,3,M,Single,12,D,716.0003598
11184,159633,60,40,3,M,Married,3,P,182.021842
11185,164911,19,2,3,F,Single,10,D,662.3114573
11186,137276,55,37,3,F,Single,8,P,340.5382002
11187,180795,61,42,3,F,Married,1,P,96.66775288
11188,143703,69,49,3,F,Single,15,P,112.1463546
11189,121790,64,47,3,M,Married,6,P,317.2252761
11190,168167,52,31,3,F,Married,7,P,297.2306529
11191,197954,22,3,3,F,Single,15,P,398.1277997
11192,182653,49,29,3,F,Married,3,D,631.3156236
11193,122448,68,51,3,F,Married,1,P,242.0480509
11194,178342,69,48,3,F,Married,3,P,305.0065965
11195,105450,68,47,3,F,Single,6,P,371.3811134
11196,155361,66,48,3,M,Single,9,P,50.6039284
11197,148265,20,3,3,F,Single,6,D,686.5084197
11198,199598,60,39,3,M,Single,14,P,75.09425088
11199,174548,60,39,3,F,Married,14,P,77.93429821
11200,195537,38,17,3,F,Married,1,P,364.3623789
11201,197615,53,35,3,F,Married,11,P,329.2734723
11202,173094,63,44,3,M,Single,9,P,109.3752692
11203,145064,69,48,3,F,Single,12,P,110.6013722
11204,167670,59,41,3,F,Married,15,P,351.0509605
11205,158292,24,5,3,M,Married,11,D,531.217548
11206,191694,67,46,3,F,Single,9,P,287.2942512
11207,197721,23,4,3,F,Married,9,P,216.229611
11208,117644,23,5,3,F,Single,11,P,269.4477175
11209,173506,53,36,3,F,Married,10,P,371.6455345
11210,160980,41,21,3,F,Married,5,P,365.5685813
11211,151485,50,32,3,M,Married,10,P,398.6416823
11212,153049,17,0,3,M,Married,11,P,499.8436639
11213,101187,21,4,3,F,Married,12,P,313.8382522
11214,111509,45,27,3,M,Single,4,D,615.2764216
11215,191209,60,43,3,F,Single,9,P,237.4477042
11216,127563,61,40,3,F,Married,5,P,219.3331213
11217,166343,24,7,3,F,Single,14,P,217.1717344
11218,109052,27,6,3,F,Single,8,P,367.304245
11219,183977,66,49,3,F,Single,3,P,403.1558398
11220,106426,37,18,3,M,Married,9,P,385.3041485
11221,171066,68,50,3,F,Single,9,P,270.8397673
11222,185804,49,29,3,M,Single,5,D,642.3640407
11223,116917,41,20,3,F,Married,8,P,368.6544117
11224,126737,63,43,3,M,Single,12,P,221.2165216
11225,116287,23,5,3,M,Single,9,D,635.3993034
11226,188314,21,3,3,F,Single,3,D,683.5334385
11227,145921,17,0,3,M,Single,10,D,1063.703625
11228,165302,18,0,3,F,Married,11,P,199.3309369
11229,146711,62,45,3,M,Married,9,P,122.4011314
11230,104548,23,5,3,F,Married,11,P,192.0896525
11231,104725,64,46,3,M,Married,5,P,290.025022
11232,135581,35,15,3,M,Single,2,D,582.0355859
11233,182169,63,45,3,F,Single,15,P,151.7419694
11234,163248,22,5,3,M,Single,13,D,886.4901177
11235,175648,70,53,3,F,Married,12,P,113.592863
11236,174455,25,7,3,F,Single,15,P,396.0988181
11237,147573,69,51,3,M,Single,7,P,210.3325329
11238,198181,25,6,3,M,Married,11,P,429.3403008
11239,196949,62,44,3,F,Single,3,D,728.1737695
11240,162882,32,13,3,M,Married,2,D,677.5407463
11241,173771,23,6,3,F,Married,1,D,539.3637156
11242,165200,55,37,3,F,Single,7,P,413.3197159
11243,103307,61,44,3,F,Married,2,P,186.8503764
11244,127053,63,45,3,M,Married,8,P,68.79881215
11245,104424,62,45,3,M,Single,0,P,270.399887
11246,122434,25,8,3,M,Single,12,D,664.2423112
11247,176789,46,28,3,F,Married,11,P,280.781273
11248,127183,67,48,3,F,Married,2,P,181.6005884
11249,166509,67,48,3,F,Married,14,P,136.9499219
11250,112865,67,50,3,F,Married,6,P,149.2953303
11251,116367,26,7,3,M,Married,12,P,204.6722834
11252,150607,25,7,3,F,Single,12,P,366.0362108
11253,120085,65,46,3,F,Married,9,P,193.3740988
11254,172427,60,41,3,M,Married,12,P,211.7846228
11255,182191,70,53,3,M,Single,5,P,98.35032902
11256,162004,68,51,3,M,Married,6,P,210.1623656
11257,165002,67,47,3,F,Single,6,P,268.4580461
11258,150946,20,1,3,M,Married,14,D,684.9732329
11259,133181,60,42,3,M,Single,3,P,432.707755
11260,180488,68,47,3,M,Married,10,P,53.891042
11261,109526,22,3,3,M,Married,14,P,269.235249
11262,141188,39,20,3,F,Single,7,P,457.9628483
11263,143932,30,12,3,M,Married,0,D,607.0810357
11264,130369,36,16,3,F,Single,13,P,375.0535035
11265,124644,22,3,3,M,Single,13,D,627.9072058
11266,152308,54,35,3,F,Single,4,D,617.4427847
11267,139947,40,20,3,F,Single,7,P,338.333264
11268,172772,63,45,3,M,Married,1,P,279.3035661
11269,154978,27,6,3,F,Married,3,P,415.6381902
11270,123332,67,48,3,M,Married,11,P,86.59232756
11271,156226,55,35,3,M,Married,10,P,370.165043
11272,126248,23,6,3,F,Single,12,P,311.6227524
11273,140722,59,42,3,M,Single,4,D,708.7560801
11274,112970,24,5,3,M,Married,15,D,582.2666052
11275,191519,23,6,3,M,Married,13,P,403.2019585
11276,181130,48,29,3,F,Married,12,P,184.127155
11277,165713,68,49,3,F,Single,10,P,144.562484
11278,157090,17,0,3,M,Single,8,D,1002.27879
11279,119505,69,49,3,F,Married,11,P,162.9468688
11280,145700,70,53,3,F,Single,9,P,61.69388936
11281,162718,51,32,3,M,Single,5,D,737.9240961
11282,133469,67,50,3,M,Married,1,P,37.55027467
11283,132357,65,45,3,M,Single,9,P,202.7412844
11284,162322,63,46,3,F,Married,10,P,292.2918382
11285,161703,66,48,3,M,Married,13,P,59.06325549
11286,191455,35,17,3,F,Married,7,P,296.9827634
11287,133848,48,28,3,M,Married,11,P,268.1174236
11288,165882,69,48,3,F,Married,5,P,103.5107252
11289,184859,24,5,3,M,Single,15,P,401.1068785
11290,164639,60,43,3,F,Married,6,P,110.6284884
11291,130926,70,50,3,M,Married,1,P,430.2231153
11292,197936,36,18,3,M,Married,1,P,472.9943625
11293,121964,37,16,3,F,Married,6,P,301.6203459
11294,176393,18,1,3,M,Married,15,P,239.3866933
11295,191803,55,35,3,M,Married,4,D,533.8138112
11296,168024,26,7,3,M,Married,7,P,340.8476184
11297,198863,41,23,3,M,Single,6,P,495.3473402
11298,181605,33,15,3,M,Married,13,P,309.5275766
11299,191518,67,47,3,F,Married,9,P,90.96473248
11300,190098,59,42,3,F,Married,7,P,326.1645728
11301,115007,66,47,3,M,Single,3,P,81.4208887
11302,141124,49,31,3,M,Married,8,P,343.8024341
11303,169457,24,7,3,F,Married,15,P,237.8048754
11304,185997,19,0,3,F,Single,11,D,681.7601798
11305,134768,28,10,3,F,Married,2,D,604.9855479
11306,133076,46,26,3,F,Single,12,P,399.1592176
11307,112315,36,15,3,M,Married,10,P,339.0030757
11308,164009,50,29,3,F,Married,10,P,318.8629879
11309,140373,52,33,3,M,Single,8,P,438.665973
11310,111505,61,44,3,F,Married,2,D,517.8114409
11311,146163,23,4,3,F,Married,11,P,168.507276
11312,179499,33,14,3,F,Married,2,P,376.4119155
11313,193241,25,8,3,M,Married,9,D,682.3533622
11314,130318,69,51,3,F,Single,8,P,251.7472081
11315,115197,27,9,3,M,Married,13,P,315.5611003
11316,152084,25,6,3,M,Married,10,D,581.550003
11317,158260,25,7,3,F,Single,6,D,763.6360013
11318,192362,50,29,3,F,Single,12,P,357.6420146
11319,128735,31,13,3,M,Married,1,P,430.6421926
11320,171797,22,4,3,F,Single,3,D,1141.298387
11321,171140,67,46,3,M,Single,13,P,82.80010174
11322,169473,23,6,3,M,Married,10,P,440.7947497
11323,180101,36,19,3,M,Married,5,D,601.6753911
11324,174843,31,11,3,F,Married,10,P,370.5898533
11325,138888,50,29,3,M,Married,5,P,392.4860907
11326,131450,55,38,3,F,Married,8,P,325.0693377
11327,183795,51,33,3,M,Married,8,P,350.4480587
11328,149621,37,16,3,F,Single,5,D,734.8100542
11329,149757,41,21,3,M,Married,3,P,401.2398028
11330,108478,28,8,3,M,Married,2,D,602.8252592
11331,199871,64,45,3,F,Single,10,P,133.7874856
11332,174301,38,17,3,F,Married,0,D,626.2477129
11333,189595,18,0,3,M,Single,0,D,994.5109291
11334,107252,68,49,3,F,Single,13,P,16.47449989
11335,187752,34,16,3,F,Single,2,D,770.149042
11336,116608,66,46,3,M,Married,9,P,280.863753
11337,193102,19,2,3,M,Single,15,D,504.8639467
11338,165559,65,47,3,M,Single,6,P,301.0920538
11339,108781,16,0,3,F,Single,14,P,445.5253649
11340,156936,33,14,3,F,Married,3,D,568.1035644
11341,114053,60,42,3,M,Single,14,P,216.7305363
11342,165479,17,0,3,F,Single,14,D,563.0131992
11343,125275,61,41,3,F,Married,6,P,225.8028494
11344,164317,63,45,3,F,Single,13,P,133.2352704
11345,150351,18,0,3,M,Single,12,D,715.1642346
11346,181682,59,42,3,F,Single,10,P,379.6260286
11347,186870,45,26,3,F,Single,15,P,428.8885515
11348,116004,49,32,3,F,Single,3,D,619.4956953
11349,108815,58,41,3,M,Married,8,P,374.0012739
11350,143671,21,4,3,M,Single,14,P,404.4477972
11351,197726,39,18,3,M,Married,10,P,411.933519
11352,194809,60,43,3,M,Single,2,P,86.02090789
11353,114961,36,15,3,F,Married,8,P,342.8995743
11354,124286,25,6,3,F,Married,13,P,165.8405147
11355,134527,65,45,3,M,Single,10,P,45.1664325
11356,144868,19,1,3,F,Single,15,P,480.1608244
11357,112180,66,49,3,F,Single,15,P,205.7500451
11358,122970,21,2,3,M,Single,13,D,819.5961656
11359,157241,63,45,3,M,Married,2,P,52.84267257
11360,117928,24,7,3,M,Single,8,D,685.1143207
11361,118614,17,0,3,F,Single,11,P,302.1749564
11362,100137,26,6,3,F,Married,4,P,425.0964309
11363,113126,18,0,3,M,Married,14,P,298.2323025
11364,173993,27,7,3,M,Married,6,P,373.7460352
11365,179975,23,4,3,M,Single,13,D,663.0013146
11366,192069,25,6,3,M,Married,6,D,611.5135423
11367,135242,18,0,3,M,Married,14,D,584.9928807
11368,110024,24,6,3,F,Single,15,P,490.4523918
11369,169185,22,3,3,F,Single,9,D,704.5082833
11370,132918,69,51,3,F,Married,10,P,294.6244362
11371,143203,70,50,3,M,Single,14,P,57.68439327
11372,129879,22,3,3,F,Married,7,P,386.7767284
11373,166103,42,23,3,M,Married,4,D,553.52436
11374,100630,37,17,3,F,Single,9,P,339.6570056
11375,126104,50,31,3,M,Single,2,D,880.0825294
11376,115700,23,5,3,F,Married,11,P,218.1995744
11377,123364,33,14,3,M,Single,4,D,915.5152136
11378,162998,23,4,3,M,Single,9,D,1200
11379,199689,59,41,3,F,Married,6,P,344.1885488
11380,171677,17,0,3,M,Married,15,D,514.7311087
11381,131687,69,50,3,M,Married,6,P,200.4243184
11382,156600,70,52,3,M,Single,7,P,346.0747865
11383,114262,17,0,3,M,Single,14,D,1017.283924
11384,199074,16,0,3,F,Single,14,P,383.011526
11385,123019,48,27,3,F,Single,11,P,262.1489059
11386,127220,68,47,3,F,Married,8,P,291.4284143
11387,101930,26,8,3,M,Single,14,P,388.9023917
11388,180327,64,45,3,F,Single,9,P,384.0884018
11389,156416,29,9,3,M,Married,3,D,593.7606112
11390,103302,49,30,3,M,Single,14,P,316.0836756
11391,171035,17,0,3,F,Single,6,P,417.3126082
11392,186308,60,39,3,M,Married,10,P,263.2503566
11393,105418,31,12,3,M,Married,10,P,317.4971253
11394,191865,61,42,3,F,Married,7,P,282.8026485
11395,111740,35,14,3,M,Single,11,P,422.3681748
11396,197594,22,3,3,M,Married,12,D,703.9341038
11397,105949,67,50,3,F,Single,14,P,138.9115574
11398,104103,68,48,3,M,Married,14,P,16.09391973
11399,103168,25,8,3,M,Single,14,P,342.9189128
11400,194376,66,49,3,F,Single,11,P,128.4923283
11401,142474,48,28,3,M,Single,8,P,454.7726978
11402,121586,21,2,3,F,Married,9,P,488.227282
11403,156341,62,44,3,M,Single,13,P,428.9311772
11404,193707,24,5,3,M,Single,11,D,984.9714047
11405,104612,21,2,3,M,Single,6,D,1093.141561
11406,126673,43,25,3,M,Married,3,D,574.399332
11407,112370,22,5,3,F,Single,14,P,207.658368
11408,114007,23,4,3,F,Single,2,D,712.8656995
11409,121530,64,45,3,F,Married,15,P,210.829491
11410,161813,33,15,3,F,Married,10,P,272.6997251
11411,124321,62,42,3,F,Married,12,P,142.4978964
11412,185932,27,9,3,M,Single,10,P,464.6240989
11413,108934,25,7,3,M,Single,13,D,571.0066707
11414,113899,66,47,3,F,Married,4,P,96.51896574
11415,175291,17,0,3,F,Single,11,D,614.3353233
11416,126278,48,31,3,F,Single,2,P,497.7211086
11417,125998,19,0,3,F,Married,1,D,543.6092206
11418,165487,29,10,3,F,Married,12,P,318.2893902
11419,171316,25,8,3,M,Married,6,D,841.7800349
11420,191589,66,45,3,M,Married,9,P,294.8200829
11421,113371,52,35,3,M,Married,0,P,473.0839452
11422,153008,55,37,3,F,Married,14,P,259.9785414
11423,152690,25,7,3,M,Single,8,D,1035.803278
11424,186875,28,10,3,M,Single,13,P,443.9090315
11425,158356,40,23,3,M,Single,11,P,410.3906928
11426,182033,20,2,3,M,Single,13,D,552.7515415
11427,192103,30,11,3,F,Single,8,P,363.7587341
11428,128961,38,18,3,F,Single,12,P,419.042823
11429,124822,16,0,3,M,Single,7,D,584.1028246
11430,134066,21,4,3,F,Married,7,P,426.0055263
11431,194457,55,36,3,F,Married,13,P,336.4670809
11432,175481,46,28,3,F,Married,14,P,304.6095956
11433,161728,65,47,3,F,Married,14,P,85.80766767
11434,152335,30,10,3,M,Married,3,D,536.6853095
11435,189710,66,48,3,M,Married,6,P,194.2179076
11436,100175,21,4,3,F,Married,5,P,447.7142831
11437,148030,68,51,3,F,Married,14,P,216.5320216
11438,184505,22,5,3,F,Married,7,P,414.6705578
11439,157353,44,27,3,M,Single,11,P,404.1123008
11440,161868,17,0,3,F,Married,2,D,506.9099905
11441,197342,66,48,3,M,Single,4,P,469.964291
11442,143784,57,37,3,M,Single,9,P,486.1554713
11443,163506,18,0,3,M,Married,12,P,377.3766415
11444,126150,29,9,3,F,Single,3,D,661.6758331
11445,168573,31,14,3,F,Married,3,P,425.262654
11446,163909,18,0,3,M,Married,9,P,498.7428318
11447,149178,58,37,3,M,Single,11,P,250.244213
11448,191603,70,50,3,F,Single,9,P,319.4656502
11449,182034,19,2,3,F,Married,11,P,166.7179783
11450,150077,53,34,3,M,Married,7,P,355.368379
11451,131913,64,43,3,F,Married,9,P,266.6488728
11452,117848,43,25,3,M,Single,2,D,668.5719867
11453,128956,52,33,3,M,Married,3,D,630.997314
11454,166634,64,47,3,M,Married,8,P,37.0624991
11455,132592,23,4,3,F,Married,10,P,320.2235935
11456,172378,28,10,3,F,Single,13,P,131.1657194
11457,100979,50,29,3,M,Married,15,P,285.1148334
11458,155758,43,25,3,M,Single,2,P,438.1639396
11459,175060,16,0,3,M,Single,12,D,651.8411728
11460,177467,59,40,3,F,Married,6,P,366.2593322
11461,108969,48,29,3,M,Single,9,P,444.4498458
11462,152382,26,9,3,F,Married,6,P,365.0512636
11463,186088,58,37,3,F,Married,10,P,325.9104854
11464,197495,67,48,3,M,Married,15,P,111.3633951
11465,193699,16,0,3,F,Married,15,P,189.5305195
11466,138141,31,10,3,M,Married,13,P,126.1228945
11467,187424,70,50,3,M,Married,14,P,225.0972474
11468,149627,24,6,3,M,Married,1,D,603.4243667
11469,162793,18,0,3,M,Single,14,D,1120.12851
11470,152628,20,1,3,M,Married,11,P,251.9960488
11471,128414,69,48,3,F,Married,6,P,71.80712459
11472,120884,16,0,3,M,Married,13,P,192.9318487
11473,108917,45,28,3,F,Single,8,P,379.6942352
11474,133989,23,6,3,M,Single,14,P,278.4217692
11475,149337,31,12,3,F,Married,11,P,230.9309007
11476,138744,64,45,3,M,Single,9,P,225.4229908
11477,148214,70,51,3,F,Married,7,P,156.8181207
11478,168263,29,9,3,M,Single,8,P,470.4042582
11479,106539,31,10,3,M,Married,13,P,181.3666447
11480,161436,36,18,3,M,Single,13,P,239.283694
11481,153740,58,38,3,F,Single,4,P,459.5673309
11482,191094,17,0,3,F,Married,12,P,123.5602154
11483,164085,56,35,3,F,Single,4,D,690.1345826
11484,189634,47,26,3,M,Married,5,D,511.9737592
11485,163467,65,46,3,F,Single,13,P,206.0140439
11486,196799,16,0,3,F,Single,6,D,800.818839
11487,185251,69,48,3,M,Married,2,P,446.9364469
11488,100462,60,39,3,M,Single,14,P,157.0194721
11489,164115,60,39,3,F,Married,12,P,220.1351237
11490,140773,30,10,3,F,Married,1,P,407.5406097
11491,175520,54,35,3,F,Single,13,P,316.5779989
11492,127244,58,41,3,M,Married,0,P,379.6722838
11493,166561,44,24,3,F,Married,0,D,603.6616696
11494,111841,17,0,3,M,Married,15,P,235.6602821
11495,161951,28,7,3,M,Single,9,D,523.084682
11496,184686,63,43,3,M,Single,9,P,79.93536521
11497,139550,67,46,3,F,Single,11,P,198.965951
11498,190925,43,24,3,M,Married,1,D,530.8330641
11499,148692,50,31,3,F,Single,0,P,430.1435472
11500,193740,20,1,3,M,Married,13,P,337.5997169
11501,182015,67,46,3,F,Single,5,P,441.3103863
11502,128752,44,27,3,M,Single,3,D,669.1662155
11503,104281,58,38,3,F,Single,10,P,363.8162131
11504,166331,26,9,3,M,Married,12,P,337.1969806
11505,127794,35,18,3,M,Married,7,P,413.3484585
11506,171075,69,51,3,M,Married,4,P,341.3515381
11507,136475,62,45,3,F,Single,6,P,82.45299676
11508,102573,61,42,3,M,Single,14,P,30.31565715
11509,133031,37,19,3,M,Single,1,D,790.1389191
11510,127645,40,22,3,M,Single,4,D,884.6429806
11511,193742,68,50,3,F,Married,0,P,227.7406491
11512,181946,70,49,3,F,Single,9,P,100.4205333
11513,119381,67,47,3,F,Single,1,P,256.6426024
11514,186538,20,2,3,F,Single,5,D,549.4615996
11515,130638,21,4,3,F,Single,14,P,494.7451375
11516,160491,24,6,3,M,Single,11,D,582.4509006
11517,161371,67,48,3,F,Married,5,P,483.1804634
11518,191057,17,0,3,M,Married,15,P,368.8470038
11519,176287,45,24,3,F,Married,9,P,372.1326209
11520,115299,23,4,3,M,Married,11,P,400.7494328
11521,102106,57,36,3,M,Single,12,P,329.742425
